dVal1,dVal2,dVal3,dStd1,dStd2,dStd3,dStdTotal,dCovar12,dCovar13,dCovar23,dPointingErrorH,dPointingErrorV,dPointingErrorD,dAprioriStd1,dAprioriStd2,dAprioriStd3,dAprioriStdTotal,dAprioriCovar12,dAprioriCovar13,dAprioriCovar23,dTemperature,dPressure,dHumidity,
-1139.1091,-1758.5367,-780.8695,0.00135993,0.00100469,0.00153448,0.00228329,-9.37494e-07,-4.59423e-07,-7.09249e-07,0.000130072,0.000245551,0.0108442,0.0108649,0.00956853,0.0120252,0.0188204,-2.95621e-05,-1.69879e-05,-2.62256e-05,28.3,998.4,36.5,
-1249.3370,-1814.8822,-780.9549,0.00132091,0.00095599,0.00114791,0.0019941,-1.08714e-06,-2.64829e-07,-3.8471e-07,0.000153217,0.000184279,0.00977768,0.0108496,0.00971032,0.0120754,0.0189161,-3.06474e-05,-1.66926e-05,-2.42489e-05,28.3,998.4,36.4,
-1082.7164,-1868.4944,-780.5197,0.00473367,0.0030045,0.00142924,0.00578597,-1.1673e-05,4.59122e-08,7.92329e-08,0.0002149,0.000103557,0.0101632,0.0110348,0.00944814,0.0120563,0.0188783,-2.83527e-05,-1.51151e-05,-2.60848e-05,28.3,998.4,36.5,
-1139.2266,-1758.4573,-780.9221,0.00174047,0.00126905,0.00157702,0.00266958,-1.58396e-06,-4.47787e-07,-6.91184e-07,0.0001508,0.000186185,0.00937378,0.0108646,0.00956877,0.0120251,0.0188203,-2.9562e-05,-1.69905e-05,-2.62258e-05,28.3,998.4,36.4,
-1219.5048,-1932.4078,-696.7917,0.00284026,0.00186692,0.00220723,0.0040527,-4.80507e-06,-7.92861e-07,-1.25635e-06,0.000196816,0.000120938,0.00963148,0.0110745,0.00958942,0.0121813,0.0190522,-3.21851e-05,-1.37687e-05,-2.18177e-05,28.4,998.4,36.5,
-1154.5722,-2000.9483,-735.2873,0.00290932,0.00178112,0.00222634,0.00407346,-4.5774e-06,-7.83312e-07,-1.35753e-06,4.17988e-05,0.000182547,0.00792392,0.0111649,0.00949478,0.0121577,0.0190425,-2.98468e-05,-1.32541e-05,-2.29702e-05,28.4,998.4,36.5,
-1295.4820,-1974.3534,-750.1441,0.0040363,0.00285453,0.00261891,0.00559453,-9.38318e-06,-9.4341e-07,-1.43778e-06,0.000247471,0.000235279,0.0151049,0.0110203,0.00971376,0.012163,0.019072,-3.12137e-05,-1.43554e-05,-2.18781e-05,28.4,998.4,36.4,
-1219.5269,-1932.3682,-696.8143,0.00695757,0.00533993,0.0116154,0.0145548,-2.08649e-05,-2.14559e-05,-3.39974e-05,0.000578817,0.000851088,0.0430077,0.0110745,0.00958947,0.0121812,0.0190521,-3.2185e-05,-1.37696e-05,-2.18183e-05,28.4,998.4,36.4,
-1053.2066,-1976.6755,-780.4344,0.00214323,0.00135078,0.00241724,0.00350158,-2.06016e-06,-9.54132e-07,-1.79073e-06,0.000141282,0.000179554,0.00945788,0.0111702,0.00938331,0.0120914,0.0189478,-2.73263e-05,-1.35609e-05,-2.54513e-05,28.5,998.9,36.3,
-1176.0907,-1995.0440,-780.4913,0.00149039,0.00108331,0.00213828,0.0028226,-9.46568e-07,-7.63939e-07,-1.2959e-06,6.19142e-05,0.000187607,0.00842658,0.0111024,0.00955249,0.0121215,0.0190117,-2.89231e-05,-1.40427e-05,-2.3821e-05,28.5,999,36.5,
-1034.8929,-2098.5892,-780.0709,0.00104939,0.00070809,0.00166128,0.00208865,-3.90852e-07,-4.06618e-07,-8.24552e-07,8.72788e-05,6.49947e-05,0.00468452,0.0112993,0.00934763,0.0121308,0.0190318,-2.62561e-05,-1.20641e-05,-2.44641e-05,28.5,999,36.6,
-1053.8029,-1976.3169,-780.7501,0.000993335,0.00102732,0.00247402,0.00285708,5.11693e-08,-9.40631e-07,-1.76407e-06,7.36846e-05,0.000274213,0.011791,0.0111691,0.00938443,0.0120911,0.0189475,-2.73288e-05,-1.35731e-05,-2.54551e-05,28.5,999,36.6,
-1162.6639,-2132.1147,-677.2955,0.00102673,0.000729465,0.00200017,0.00236368,-4.05169e-07,-5.34174e-07,-9.79578e-07,4.92215e-05,0.000155738,0.00718702,0.0114196,0.009495,0.0123385,0.019308,-3.12395e-05,-1.14549e-05,-2.10062e-05,28.5,999,36.4,
-1097.7227,-2200.6015,-715.8435,0.0051594,0.00265913,0.00244242,0.00629729,-1.29815e-05,-7.62339e-07,-1.52826e-06,0.000214187,0.000208647,0.0133666,0.0116608,0.00948888,0.0125078,0.0195566,-3.05045e-05,-1.15875e-05,-2.32294e-05,28.5,998.9,36.3,
-1238.5673,-2173.9767,-730.6312,0.00348093,0.00214199,0.00337279,0.00529913,-6.35063e-06,-1.6444e-06,-2.8863e-06,4.23205e-05,0.000326523,0.0149786,0.0116971,0.00979117,0.0127226,0.0198634,-3.45473e-05,-1.35398e-05,-2.37655e-05,28.5,998.7,36.2,
-1162.6651,-2132.0768,-677.3090,0.00191465,0.00125527,0.00292022,0.00371069,-1.62222e-06,-1.13466e-06,-2.08073e-06,0.000163608,0.000142826,0.00955639,0.0114194,0.00949496,0.0123383,0.0193078,-3.12383e-05,-1.1455e-05,-2.1006e-05,28.5,998.7,36.2,
-1021.9520,-2198.8983,-781.3324,0.000955706,0.00102012,0.00186983,0.00233458,7.5444e-08,-3.66818e-07,-7.89269e-07,4.27595e-05,0.000232181,0.0106318,0.0115918,0.00941092,0.012381,0.0193965,-2.71525e-05,-1.17208e-05,-2.52191e-05,28.5,998.5,36.8,
-1133.3026,-2145.2071,-781.2032,0.0109469,0.00963239,0.00362299,0.0150248,-1.98243e-05,1.16094e-05,2.19751e-05,0.000468314,0.000126363,0.0267035,0.0114728,0.00956585,0.0123876,0.0194057,-2.94005e-05,-1.30013e-05,-2.46099e-05,28.5,998.5,36.8,
-1075.1563,-2310.3304,-779.9143,0.00569933,0.00991204,0.0151605,0.0189887,3.9066e-05,-1.61588e-05,-3.47226e-05,0.00023234,0.000643473,0.0366455,0.0121427,0.00967288,0.0129724,0.020231,-3.20058e-05,-1.27681e-05,-2.74364e-05,28.5,998.5,36.8,
