# 3x4 first row second row third row Freq: 100 current Time: 2021-07-28-20:19:56
-0.3278970718383789 -0.1704881191253662 -0.9292023181915283 0.16240334510803223 0.3726840019226074 -0.9271548986434937 0.038599640130996704 -0.6832457184791565 -0.8680955171585083 -0.3336421847343445 0.36754992604255676 -2.5383968353271484
-0.32798463106155396 -0.17034821212291718 -0.9291970729827881 0.16239367425441742 0.37254902720451355 -0.9272139668464661 0.03848361223936081 -0.6831918358802795 -0.8681203722953796 -0.33354946970939636 0.3675753176212311 -2.538398265838623
-0.32800233364105225 -0.1703479140996933 -0.9291908740997314 0.16238829493522644 0.3725438714027405 -0.9272162318229675 0.038478702306747437 -0.6831918358802795 -0.8681159019470215 -0.3335433006286621 0.3675915002822876 -2.53841495513916
-0.32793235778808594 -0.17037151753902435 -0.9292112588882446 0.16245077550411224 0.37260112166404724 -0.9271921515464783 0.038504861295223236 -0.6832353472709656 -0.8681177496910095 -0.33359819650650024 0.367537260055542 -2.5384082794189453
-0.3279235363006592 -0.17037202417850494 -0.9292142987251282 0.1624613106250763 0.3726119101047516 -0.9271878600120544 0.038504187017679214 -0.6832457780838013 -0.8681164383888245 -0.3336099088191986 0.3675296902656555 -2.5384252071380615
-0.32789212465286255 -0.1703597903251648 -0.9292275905609131 0.16245189309120178 0.3726060390472412 -0.9271901249885559 0.03850650414824486 -0.6832389235496521 -0.8681308627128601 -0.3336098790168762 0.36749574542045593 -2.5384042263031006
-0.32802578806877136 -0.17039678990840912 -0.9291736483573914 0.162434920668602 0.37256261706352234 -0.9272074103355408 0.03851056098937988 -0.6832122206687927 -0.8680989742279053 -0.33354294300079346 0.367631733417511 -2.538388967514038
-0.32799458503723145 -0.1703641414642334 -0.9291906356811523 0.162430077791214 0.372569739818573 -0.927205502986908 0.03848692774772644 -0.6832259297370911 -0.8681077361106873 -0.3335648477077484 0.3675912320613861 -2.5383758544921875
-0.3280964195728302 -0.17044547200202942 -0.9291397929191589 0.16245107352733612 0.37256693840026855 -0.9272048473358154 0.03853021189570427 -0.6832156777381897 -0.8680704236030579 -0.3335251808166504 0.3677152693271637 -2.538393497467041
-0.3280569314956665 -0.1704091727733612 -0.9291604161262512 0.1624487042427063 0.3725859224796295 -0.9271984100341797 0.03850109875202179 -0.6832098960876465 -0.8680772185325623 -0.33356156945228577 0.36766624450683594 -2.5384151935577393
-0.3281588852405548 -0.17049174010753632 -0.9291092157363892 0.16243892908096313 0.37259867787361145 -0.9271917343139648 0.03853899613022804 -0.6831969618797302 -0.8680331707000732 -0.3335379958152771 0.3677915334701538 -2.53843092918396
-0.32811903953552246 -0.17048314213752747 -0.9291248917579651 0.1624300330877304 0.3726629316806793 -0.927166759967804 0.038518473505973816 -0.683243453502655 -0.8680207133293152 -0.33361178636550903 0.36775413155555725 -2.5383806228637695
-0.328172892332077 -0.17052726447582245 -0.9290977716445923 0.1624108850955963 0.3727051615715027 -0.9271495342254639 0.03852396085858345 -0.6832428574562073 -0.8679822087287903 -0.3336370587348938 0.3678220510482788 -2.5383143424987793
-0.3281749188899994 -0.1705000251531601 -0.9291020631790161 0.16240547597408295 0.3726974129676819 -0.9271537065505981 0.03849927708506584 -0.6832525730133057 -0.8679847717285156 -0.3336394727230072 0.3678138554096222 -2.5383119583129883
-0.3281400203704834 -0.17054139077663422 -0.9291067719459534 0.1624283790588379 0.37258997559547424 -0.9271926879882812 0.03859947621822357 -0.683249294757843 -0.8680440783500671 -0.3335098624229431 0.36779138445854187 -2.538300037384033
-0.32808271050453186 -0.17050909996032715 -0.9291329383850098 0.16242583096027374 0.37260136008262634 -0.9271887540817261 0.038584399968385696 -0.6832042932510376 -0.868060827255249 -0.33353736996650696 0.3677268624305725 -2.5383658409118652
-0.32807865738868713 -0.1705513745546341 -0.9291266202926636 0.1624096781015396 0.37261962890625 -0.9271799325942993 0.03862038999795914 -0.683173418045044 -0.8680545091629028 -0.33354032039642334 0.3677390515804291 -2.5383856296539307
-0.3281760811805725 -0.1705230474472046 -0.9290974140167236 0.16244782507419586 0.3725663423538208 -0.9272031188011169 0.03857734799385071 -0.6831729412078857 -0.8680405616760254 -0.3334903120994568 0.36781737208366394 -2.5384204387664795
-0.3281126916408539 -0.170444518327713 -0.9291342496871948 0.16243542730808258 0.3725630044937134 -0.9272066354751587 0.03852469474077225 -0.6831713914871216 -0.8680659532546997 -0.3335206210613251 0.36772990226745605 -2.5384390354156494
